Cleaned_Text,Any_Hate,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
people cell phone crowd recording encounter claiming saw nobody medium independent researcher witness video footage encounter brown officer shot,False,False,False,False,False,False,False,False,False,False,False,False,False
ca wait jesus come back could take care b getting sick tired racist white people racist black people damn get along black man love white people black people away hate heart try loving hate gon na take u hell need come together god child kkk black power u,False,False,False,False,False,False,False,False,False,False,False,False,False
man officer got lucky video life still ruined juror would convict black way,False,False,False,False,False,False,False,False,False,False,False,False,False
till started advocating 2 parent family community totally lost,False,False,False,False,False,False,False,False,False,False,False,False,False
really sad story someone killed reason racial war increase devil must seen officer victim guy caused action let pray soul,False,False,False,False,False,False,False,False,False,False,False,False,False
music reference sex drug stealing murder etc ya pretty much rap music like,False,False,False,False,False,False,False,False,False,False,False,False,False
good job determining occurred brown killed however occurred simple matter racism police abuse anything mentioned question everything pull back curtain see wizard illusion one life energy sacred turn tv peace love appreciation,False,False,False,False,False,False,False,False,False,False,False,False,False
dear stefan molyneux add video regarding michael brown ferguson pd horrible history lying corruption smart think make statement massive authoritarian corruption negative impact community serf people eventually get fed choice disregard law fight back cop merit charge mr brown indeed happened,False,False,False,False,False,False,False,False,False,False,False,False,False
pathetic pseudo philosophy vile little man,True,True,True,False,False,False,False,False,False,False,False,False,False
chief black lying,False,False,False,False,False,False,False,False,False,False,False,False,False
mr brown side oh dead,False,False,False,False,False,False,False,False,False,False,False,False,False
exactly right stefan crime bad decision creates poverty poor unattractive area criminal steal necessity get respect homies pathetic,True,True,True,False,True,False,False,False,False,False,False,False,False
brown piece shit world better without,True,True,True,False,False,False,False,False,False,False,False,False,False
stefan please ummm fact ya philosophize without,False,False,False,False,False,False,False,False,False,False,False,False,False
black tired killed nothing weapon shut as white devil white people evil,True,True,False,False,False,False,True,True,False,False,False,False,False
presented believe mike brown innocent believe acted arrogantly disrespectfully toward officer could led hate fact officer compared george zimmerman zimmerman jerk shouldve minding business trying cop officer right duty confront situation way zimmerman could easily walked away stayed phone dispatcher,False,False,False,False,False,False,False,False,False,False,False,False,False
make damn angry worthless thug got shot protest animal looting tearing shit neighborhood everyone think black community fucked fucked,True,True,True,False,False,False,True,True,False,False,False,False,False
kajieme powell shooting video disturbs many reason link video mentoned,False,False,False,False,False,False,False,False,False,False,False,False,False
man stef spitting fire hot enough make dylan jealous,False,False,False,False,False,False,False,False,False,False,False,False,False
criminal got shot great,True,True,True,False,True,False,False,False,False,False,False,False,False
magic hamster drank lot lean never heard anyone using skittle lean jolly rancher ideal candy use magic hamster doubt someone using skittle lean want point houston lean created magic hamster prefer use jolly rancher lean,False,False,False,False,False,False,False,False,False,False,False,False,False
watching video clear stefan seems buy argument favor white police officer dead black kid watched video posted see patter bias exist sure enough repeated patter argument tryvon martin convince like minded different alex jones many white conservative pretend system affect white people minority black fair game stefan keep preaching one sided view gain many white admirer share view,False,False,False,False,False,False,False,False,False,False,False,False,False
black cop kill white kid black kid kill white cop anyone riot protest engage national news race mentioned either circumstance think ask question answer honestly real racist country,True,True,False,False,False,False,True,True,False,False,False,False,False
video pushing clerk around really made lose sympathy definitely tell guy likely hell need new tv might well riot go loot one honor,True,True,True,False,False,False,False,False,False,False,False,False,False
easy point negative black man point good point white man shit corny wan na taken seriously tell fact good bad party know couple lyric picture showing middle finger doest justify shot 6times medium say controlled look around internet store owner micheal brown alledgedly stole cigar said wasnt micheal brown video bogus think everything happened cop v black men recent year make sen black man start beating policeman run away policeman start firing micheal stop rush back police gun drawn already fired shot pure bullshit,True,True,True,False,False,True,False,False,False,False,False,False,False
let u look fact moving away shot fired 5 6 witness arm shot fire 4 witness dropping knee shot fired 3 witness audio recording shot two group video recording spontaneous utterance hand etc fighting officer officer others fighting weapon car officer others weapon discharged car officer others damage officer eye medical report released officer statement released police log incident radio report released forgot third review wound showed shot least twice witness yet support unofficial officer version incident,False,False,False,False,False,False,False,False,False,False,False,False,False
dude lying azz racist cracka,True,True,True,False,False,False,False,False,False,False,False,False,False
could help laughing started reciting rap lyric good,False,False,False,False,False,False,False,False,False,False,False,False,False
holy shit thought trayvon martin supporter imbecile michael brown clown must dope,True,True,True,False,False,False,False,False,False,False,False,False,False
guess suck 2 construction worker show prove entire video wrong,True,True,True,False,False,True,False,False,False,False,False,False,False
right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like la riot old shit,True,True,False,False,False,False,True,True,False,False,False,False,False
video biased full shit,True,True,True,False,False,True,False,False,False,False,False,False,False
okay literal fuck skittle tea lean,True,True,True,False,False,True,False,False,False,False,False,False,False
people translating conversation funniest saddest shit ever funny getting wrong sad people reaching every direction find hole get cop,False,False,False,False,False,False,False,False,False,False,False,False,False
autopsy showed number wound right arm making scenario shot hand raised lot less likely still trying claim let see innocent unarmed gentle giant minding business gunned cold blood jaywalking sadistic racist thug police officer shot innocent youth back hand raised trying surrender keep forgetting b story still trying defend claim totally refuted fact regardless matter already decided cop guilty,True,True,True,False,True,False,False,False,False,False,False,False,False
would stop cost came black community created responsibility worry,False,False,False,False,False,False,False,False,False,False,False,False,False
shoot someone run lol,False,False,False,False,False,False,False,False,False,False,False,False,False
spin way want could thug police officer would know either way unless previous offense remembered weapon police trained shoot six time fact never truly know fact go sign petition police officer wear camera chest debate seems,False,False,False,False,False,False,False,False,False,False,False,False,False
odd stefan say wait get fact judging cop rush judgement alleged scenario favor cop truth know truth mix side,False,False,False,False,False,False,False,False,False,False,False,False,False
advertising ignorance creates much crime opinion,False,False,False,False,False,False,False,False,False,False,False,False,False
think gentle giant would killed song rap talk bad,True,True,True,False,True,False,False,False,False,False,False,False,False
well seeing looting protesting would say would high exhibit poor decision making also impressed anyone going college college used pretty much extended childhood people go,False,False,False,False,False,False,False,False,False,False,False,False,False
tazers,False,False,False,False,False,False,False,False,False,False,False,False,False
obviously matter smoked marijuana family autopsy say shot back unbiased witness clearly state 3 time mb coming officer mention hand witness michael brown shooting repeat 3 time dude kept coming towards police,False,False,False,False,False,False,False,False,False,False,False,False,False
guy little biased sure maybe bring fact taser used could avoided forensics tell truly happened highly doubt mike brown needed shot six time calling back one said cop hero handle two kid especially acted aggressively say cop completely right racist stefan come crazy cop held higher standard first cop mistake calling backup second trying get door right kid lol remember training u get space handle situation better uncle cop told also taser first move mike charging even pursued block away waited back,False,False,False,False,False,False,False,False,False,False,False,False,False
public school terrible problem many kid attending public school bring sort issue classroom please build strawman characterization left many community need public financial support conservative economic policy devastated local economy welfare simply symptom cause,False,False,False,False,False,False,False,False,False,False,False,False,False
taken 40 minute deduce reasoned people within minute hearing story break thank anyway,False,False,False,False,False,False,False,False,False,False,False,False,False
michael brown home angel street devil altar boy death,False,False,False,False,False,False,False,False,False,False,False,False,False
understand committed robbery offense deserve die put jail end life trayvon martin going buy skittle deserve death either totally biased white would labelled troubled teenager peer pressured commit crime,False,False,False,False,False,False,False,False,False,False,False,False,False
picture cop injury ambulance injured officer,False,False,False,False,False,False,False,False,False,False,False,False,False
omg started rapping lost lmao,False,False,False,False,False,False,False,False,False,False,False,False,False
good one stefan,False,False,False,False,False,False,False,False,False,False,False,False,False
obviously take whoever word whatever happened taking unpopular stance try hard justify stance contrary norm although ive loved many video longer watch take word law enforcement one day distrust government next day insincere stefan molyneux,False,False,False,False,False,False,False,False,False,False,False,False,False
obviously rapping crime face indicative poor character aesop rock rap rap murdering people beating shit people fun rap stuff stuff speaks volume character want perceived world absolutely relevant,False,False,False,False,False,False,False,False,False,False,False,False,False
people know ground saying people ferguson saying thing cop stepping boundary said protest daylight peaceful tailgate like cop come overreactive fwiw,False,False,False,False,False,False,False,False,False,False,False,False,False
spread word 20 year unarmed white guy shot black cop,False,False,False,False,False,False,False,False,False,False,False,False,False
one best breakdown seen yet need slow think act thing,False,False,False,False,False,False,False,False,False,False,False,False,False
watch video stef mention know truth fucking evidence need start happened whole thing started car kid ran cop ran kid turned around charged cop cop freak fuck start shooting kid come coming cop eventually got hit head end,True,True,True,False,True,False,False,False,False,False,False,False,False
white weak,True,True,False,False,False,False,True,True,False,False,False,False,False
stephan thank video take available information account provides reasonable rational breakdown next video could please call truth police brutality militarization police united state thank steve,False,False,False,False,False,False,False,False,False,False,False,False,False
omg give whole story gave one side half,False,False,False,False,False,False,False,False,False,False,False,False,False
white race racist race,True,True,False,False,False,False,True,True,False,False,False,False,False
think somebody deserves die stole cigar fine criminal put legal process humane kill american treat felon criminal like dog moment commit minor crime like stealing cigarette smoking weed longer human right one rap made bad quality tone think matter lot people produce rap music considering biggest rapper always talk weed killing people surprise brown probably inspired crime brown stealing cigar tell white person went convenience store stole alcohol got shot even hour later police would justify police shooting,False,False,False,False,False,False,False,False,False,False,False,False,False
6 4 290 charge armed cop dangerous weapon,False,False,False,False,False,False,False,False,False,False,False,False,False
coming towards officer thing charging officer person 35 foot away eyewitness saying,False,False,False,False,False,False,False,False,False,False,False,False,False
stef stateless society discussion existence cop useless know cop protect state corporation take decision existence people two second waw,False,False,False,False,False,False,False,False,False,False,False,False,False
molyneux spread complete information complete garbage,True,True,True,False,True,False,False,False,False,False,False,False,False
time sequence event wrong 911 call made report robbery officer darren wilson dispatched crime scene even police chief said publicly,False,False,False,False,False,False,False,False,False,False,False,False,False
thank,False,False,False,False,False,False,False,False,False,False,False,False,False
white supremacy best,True,True,False,False,False,False,True,True,False,False,False,False,False
amazing info police officer given award could find nothing else plus 4 witness support opposing view state friend officer wilson wife say repeatedly fact nothing hit piece michael brown long take tell truth 9 day still statement officer quick release dirt micheal brown smelling yet waiting see video caught incident take 9 plus day show written report unless filled lie truth change need preparation simply tell,False,False,False,False,False,False,False,False,False,False,False,False,False
michael brown would going college lived would county jail awaiting trial robbery assault police officer maybe even attempted murder,True,True,True,False,False,False,False,False,False,False,False,False,False
construction worker working area saw incident stated brown hand raised surrendering find interesting witness account limited solely 2 account support minority viewpoint additionally innocent proven guilty mindset oj simpson charged nicole murder explain shot brown back conveniently omit information witness state brown surrendering except 2 mentioned seen single picture injury sustained police officer brown allegedly beat actually believe picture existed would medium saying officer action motivated racism saying officer probably psychopathic tendency seems type hired police street usa great presentation highly hypocritical,True,True,True,False,True,False,False,False,False,False,False,False,False
call anarchist defend cop shooting unarmed civilian highly disappointed beginning video referred square know blunt much worse stefan incredibly touch evidence complete ignorance towards hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america,False,False,False,False,False,False,False,False,False,False,False,False,False
almost floor shaving quality cigar cmon keep sensationalism one comment video perfect well thought well put,False,False,False,False,False,False,False,False,False,False,False,False,False
thank stefan humorous tragic enlightening california,False,False,False,False,False,False,False,False,False,False,False,False,False
comment fucking ridiculous seeing video year know hand shoot bullshit still tragedy let keep exploiting man death good come anyway shape form,True,True,True,False,False,False,False,False,False,False,False,False,False
black thug plan seattlemqrksjoin3 tf,True,True,False,False,False,False,True,True,False,False,False,False,False
said nigga way many time,False,False,False,False,False,False,False,False,False,False,False,False,False
really say trevon martin brought watermelon skittle make lean lol yo white ppl say aaannnyything make blk ppl look certain way truth even trevon said limit nigga fuck kid say dumb thing time said batman lol sicken make kind excuse dont u talk second video tbat came 2 year mike brown situation cop said didnt think important showed mike made trade store owner robbery lol u talk corruption police medium withholding information,True,True,False,False,False,False,True,True,False,False,False,False,False
people justifying murder evil,True,True,True,False,True,False,False,False,False,False,False,False,False
injustice white kid would excuse,True,True,True,False,True,False,False,False,False,False,False,False,False
man guy nothing bunch waffling nonsense coming mouth answer question,True,True,True,False,False,False,False,False,False,False,False,False,False
merica,False,False,False,False,False,False,False,False,False,False,False,False,False
ana kasparian beautiful woman world,False,False,False,False,False,False,False,False,False,False,False,False,False
ana fuxking hot,True,True,True,False,False,True,False,False,False,False,False,False,False
johnathan gentry november 24 winner loser case heart prayer go michael brown family darren wilson family current leader seek make racial issue try divide country worker satan,False,False,False,False,False,False,False,False,False,False,False,False,False
really care much cop somebody tell dumb as girl unarmed white people every year killed black 3 week ago black cop shot unarmed white man salt lake city 50 crime committed black understand crime poverty related 2009 ad white woman raped black fbi report fuck rape poor answer nothing anyone rape someone hanged neck dead,True,True,True,False,True,True,False,False,False,False,False,False,False
hey rogan tell good cop put bad one jail,False,False,False,False,False,False,False,False,False,False,False,False,False
agree joe cop extremely difficult job many qualified handle yes lot good cop however intelligent unplugged matrix joe always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality,True,True,True,False,True,False,False,False,False,False,False,False,False
tear gas geneva convention hahahahahahahah,True,True,True,False,True,False,False,False,False,False,False,False,False
aiming gun people saying something like extremely american thats america broken system,False,False,False,False,False,False,False,False,False,False,False,False,False
tear gas banned geneva convention really stupid cunt also assaulted man earlier day assaulted police officer thats violent felony add big thug tell saying unarmed shouldnt shot fucker tried take cop gun already tell would outraged thug killed cop double standard one say different stupid asthese two,True,True,True,False,False,False,False,False,False,False,False,False,False
anybody got cigar,False,False,False,False,False,False,False,False,False,False,False,False,False
always easier second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake made also medium play big part issue white co killed black man black cop killed black man would even make news probably need get long stop making everything race issue good citizen issue cop young man saint gentle giant said robbed store probably thing happen cop explained god people involved know exactly happened,False,False,False,False,False,False,False,False,False,False,False,False,False
thumb upped video clarify joe rogan commentary ignorance ana spews mean ignorant necessarily disparaging mean really understand situation,False,False,False,False,False,False,False,False,False,False,False,False,False
need able call people gun ca citizen completely disarmed north hollywood bank heist would much shorter city people havent stripped 2nd ammendment right,True,True,True,False,True,False,False,False,False,False,False,False,False
great interview,False,False,False,False,False,False,False,False,False,False,False,False,False
anna dumb as n joe rogan clue saying anna go porn something n leave job one intelligent,True,True,True,False,False,True,True,False,False,True,False,False,False
lord ana incredibly hot body perfect,False,False,False,False,False,False,False,False,False,False,False,False,False
vile cunt,True,True,True,False,False,False,False,False,False,False,False,False,False
joe rogan idiot,True,True,True,False,False,False,False,False,False,False,False,False,False
thought mezzican,False,False,False,False,False,False,False,False,False,False,False,False,False
working poor white fear kid would profiled like whole life get searched every time get stopped record love fucking hope better kid,False,False,False,False,False,False,False,False,False,False,False,False,False
since start giving fuck joe rogan say anything used make people eat bug shit social commentator come fuck,True,True,True,False,False,True,False,False,False,False,False,False,False
finland population 5 million police force 7800 police use weapon 40 time year use weapon includes pointing weapon someone around shot fired every year police warning approximately shot fired people per year police finland many shot shot extremity death quite rare case man coming towards two police officer machete shot first leg still gripping machete waved around ground officer fired penetrating leg man later died hospital second police officer found guilty manslaughter use excessive force country 3rd gun civilian hand world 10th position death caused firearm unlike america police enjoys high amount public trust placing 5th trustworthy profession behind fireman doctor maybe could something gained american cop took pointer country police procedure instead playing cowboy edit finnish police wear blue overall resistant knife cut duty put glove call give way deal threat http copy text wrote another tyt video issue,False,False,False,False,False,False,False,False,False,False,False,False,False
look mike brown world instrumental,False,False,False,False,False,False,False,False,False,False,False,False,False
officer pull weapon create buffer zone thing like baltimore happen,False,False,False,False,False,False,False,False,False,False,False,False,False
wish joe would gone fear factor eat fresh steaming pile shit mouth would full hear worthless cunt speak,True,True,True,False,False,True,False,False,False,False,False,False,False
non lethal weapon control crowd lol love rogan discussion stupid fuck,True,True,True,False,False,False,False,False,False,False,False,False,False
cop fractured eye socket fist two shot fired bottom position inside cop car guy brought second degree murder charge,False,False,False,False,False,False,False,False,False,False,False,False,False
guess misread joe ever seen anyone put place swiftly eloquently even sure realizes,False,False,False,False,False,False,False,False,False,False,False,False,False
hey shout thai writing shirt lol thaipride,False,False,False,False,False,False,False,False,False,False,False,False,False
love rogan tear gas geneva convention lol thats mustard gas burn rib inside vomit sorry say,False,False,False,False,False,False,False,False,False,False,False,False,False
shibby dibby ignoramus as bitch,True,True,True,False,False,False,False,False,False,False,False,False,False
ca shoot tear gas professional soldier member public country absolutely fine,True,True,True,False,True,False,False,False,False,False,False,False,False
bitch deported,True,True,True,False,False,True,False,False,False,False,False,False,False
easy cop lot friend cop joe kind guy think everyone friend highly doubt know lot cop say badge anyone navy seal shown aptitude physical prowess sjws bring lot people iq police officer much noble critic know yes bad cop like new bad people walk life michael brown went sidewalk tried force police officer world coming cop told walk side walk would run many kid want rapper act like hard nothing hard robbing people punk tragedy michael brown lost life something trivial yes black friend gone stuff never go know fight cop alive making something life respect authority live,False,False,False,False,False,False,False,False,False,False,False,False,False
show title belong host name,False,False,False,False,False,False,False,False,False,False,False,False,False
jimmy dore dickhead squared,True,True,True,False,False,True,False,False,False,False,False,False,False
traffic 5 bad enough,False,False,False,False,False,False,False,False,False,False,False,False,False
bear mace gas pedal,True,True,True,True,False,False,False,False,False,False,False,False,False
fucking dumbass attention whore causing problem,True,True,True,False,False,True,False,False,False,False,False,False,False
move tazed arrested,False,False,False,False,False,False,False,False,False,False,False,False,False
would eating coal could roll,True,True,True,False,True,False,False,False,False,False,False,False,False
garbage police kick job paid supposed let shit protester blocking thousand people could emergency would surprised see video police like kissing idiotic law enforcement,True,True,True,False,True,True,False,False,False,False,False,False,False
police charge,False,False,False,False,False,False,False,False,False,False,False,False,False
nice lorry driver need ran fuck,True,True,True,True,False,False,False,False,False,False,False,False,False
mmh 2 year already still moronic bullshit going shit as country,True,True,True,False,False,False,False,False,False,False,False,False,False
run mdrfckrs,True,True,True,False,True,True,False,False,False,False,False,False,False
run,True,True,True,False,True,False,False,False,False,False,False,False,False
protester look like kid wonder anyone got license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,False,False,False,False,False,False,False,False,False,False,False,False,False
piece shit business wearing even chp uniform,True,True,True,False,False,False,False,False,False,False,False,False,False
new episode snl also feel sorry thy guy,False,False,False,False,False,False,False,False,False,False,False,False,False
know worse late work shot killed,True,True,True,False,True,False,False,False,False,False,False,False,False
run,True,True,True,False,True,False,False,False,False,False,False,False,False
shot would ran,True,True,True,True,True,False,False,False,False,False,False,False,False
always good moderate understanding saw woman scrub screw black life matter movement hope dy,True,True,False,False,False,False,True,True,False,False,False,False,False
look dimwad police escorting back people held idiot,True,True,True,False,False,False,False,False,False,False,False,False,False
great footage wish news caster would shut minute police officer started talking let play would much interesting hearing comment,False,False,False,False,False,False,False,False,False,False,False,False,False
drive slowly towards smart get way,True,True,True,False,True,False,False,False,False,False,False,False,False
truly sad people stopped roadway simply walked protestors informed 30 second going use punching bag boy girl move disband lay bitch needed ass kicked far chp even one citation written bitch cop,True,True,True,False,True,True,False,False,False,False,False,False,False
fuck peaceful gun gas human road block problem solved,True,True,True,False,True,True,False,False,False,False,False,False,False
never racist almost make one ofc dont mean get idea,False,False,False,False,False,False,False,False,False,False,False,False,False
run,True,True,True,False,True,False,False,False,False,False,False,False,False
black life matter take black ass home nothin black ass,True,True,False,False,False,False,True,True,False,False,False,False,False
upset court ruling ur upset close whole freeway go main cause airline ticket america freedom speech active right,False,False,False,False,False,False,False,False,False,False,False,False,False
alllivesmatter,False,False,False,False,False,False,False,False,False,False,False,False,False
store owner ever get paid cigar fn innocent as kid stole,True,True,True,False,False,True,False,False,False,False,False,False,False
u job fucking loser get way,True,True,True,False,False,False,False,False,False,False,False,False,False
haha big old fucking made censor,False,False,False,False,False,False,False,False,False,False,False,False,False
glad protestors affect many people give public reason hate,True,True,True,False,True,False,False,False,False,False,False,False,False
anyone stupid enough stand roadway run die improve gene pool,True,True,False,False,False,False,True,True,False,False,False,False,False
driver ran kept going,True,True,True,True,False,False,False,False,False,False,False,False,False
black able white people rush hour traffic coming home job bring lazy ass watching tv getting high fuck people providing welfare yea white people sit jury rule brutality shooting piss sure getting see side story,True,True,False,False,False,False,True,True,False,False,False,False,False
cop dont even anything want break face loser nolifes,True,True,True,True,False,False,False,False,False,False,False,False,False
time want see sniper bush start picking one one,True,True,True,False,True,False,False,False,False,False,False,False,False
fuck stupid as generation id like apologize generation agree people right protest speak etc love god mess people anything get petition signed write government got ta fuck everyone day,True,True,True,False,False,True,False,False,False,False,False,False,False
people road goddamn kid,False,False,False,False,False,False,False,False,False,False,False,False,False
wouldve brought wouldve done job dont care went jail nog would deserve,True,True,True,False,True,False,False,False,False,False,False,False,False
get job,True,True,True,False,True,False,False,False,False,False,False,False,False
proving blocking road,False,False,False,False,False,False,False,False,False,False,False,False,False
driver pounded,True,True,True,False,True,False,False,False,False,False,False,False,False
cop make money arresting people easy money tazing macing hurting grab cuff huge safety violation right,False,False,False,False,False,False,False,False,False,False,False,False,False
useless people standing middle road screaming useless shit,True,True,True,False,False,True,False,False,False,False,False,False,False
rich brat,True,True,True,False,False,False,False,False,False,False,False,False,False
didnt police job arrest idiot blocking public road ridiculous people arrested ran stupid freeway,True,True,True,False,True,False,False,False,False,False,False,False,False
well bring tear gas beanbag round rubber bullet,True,True,True,False,True,False,False,False,False,False,False,False,False
monkey screamin bout honky intensifies,True,True,False,False,False,False,True,True,False,False,False,False,False
fuck time freeway,False,False,False,False,False,False,False,False,False,False,False,False,False
warning round gatling gun clear freeway instant,True,True,True,False,True,False,False,False,False,False,False,False,False
omg dumbass protester preventing cop job whining really really hate people protest like edit look ugly as black girl big eye,True,True,True,False,False,False,True,True,False,False,False,False,False
gotten fire dept fire truck blast water jet get,True,True,True,False,True,False,False,False,False,False,False,False,False
liberal nonsense,True,True,False,False,False,False,True,False,False,False,False,False,False
believe people really believe leading kind revolution,False,False,False,False,False,False,False,False,False,False,False,False,False
would really love see car snow plow drive straight protester,True,True,True,False,True,False,False,False,False,False,False,False,False
fucking commie even know happened,True,True,True,False,False,True,False,False,False,False,False,False,False
need arrest protester soon start blocking traffic driver saw starting block road would stop em,True,True,True,True,True,False,False,False,False,False,False,False,False
anyone else pissed ended let walk big deal crap pulled one got pepper sprayed,True,True,True,False,False,True,False,False,False,False,False,False,False
idiot,True,True,True,False,False,False,False,False,False,False,False,False,False
care protesting one run punk as hope get run tf,True,True,True,False,True,False,False,False,False,False,False,False,False
black life splatter,True,True,True,False,True,False,False,False,False,False,False,False,False
walk right past cop pepper spray boy ca wait free pas beat protester as,True,True,True,True,True,False,False,False,False,False,False,False,False
law wo prosecuted run people blocking street sure know go winning people cause lol,True,True,True,False,True,False,False,False,False,False,False,False,False
accelerate go fast enough one able film plate time,True,True,True,True,False,False,False,False,False,False,False,False,False
need shoot racist fucktards,True,True,True,False,False,True,False,False,False,False,False,False,False
white racist always comment section glad white exterminated another 100 year white peace earth,True,True,False,False,False,False,True,True,False,False,False,False,False
get pay protest ask protesting idea flow along mean would run fuck system u cant arrest drive thru arrest fuck system america ok voice right right block traffic,True,True,True,False,True,False,False,False,False,False,False,False,False
weak display law enforcement,True,True,True,False,True,False,False,False,False,False,False,False,False
let relax slowly grab 12 gauge,False,False,False,False,False,False,False,False,False,False,False,False,False
run motherfucker,True,True,True,False,True,False,False,False,False,False,False,False,False
talk get fucker road period would run let sue,True,True,True,False,True,False,False,False,False,False,False,False,False
plow get way,True,True,True,False,True,False,False,False,False,False,False,False,False
would get car start burnouts face either move get smoked,True,True,True,True,False,False,False,False,False,False,False,False,False
run,True,True,True,True,False,False,False,False,False,False,False,False,False
fuck thes cop pussy,True,True,True,False,False,True,False,False,False,False,False,False,False
california stupid arrest charge driver need get work feed family,True,True,False,False,False,False,True,True,True,False,False,False,False
hope fucker get slammed major fine fucking idiot,True,True,True,False,False,True,False,False,False,False,False,False,False
one mustang needed situation,True,True,True,False,True,False,False,False,False,False,False,False,False
ran everyone,True,True,True,False,True,False,False,False,False,False,False,False,False
pop couple shot air watch scatter like roach light turn,True,True,True,False,True,False,False,False,False,False,False,False,False
someone taken one team plowed right,True,True,True,False,True,False,False,False,False,False,False,False,False
nothing hypocritical movement claiming support black blocking probably hundred black trying get job feed god damn family,False,False,False,False,False,False,False,False,False,False,False,False,False
ahhhhhhh love country,False,False,False,False,False,False,False,False,False,False,False,False,False
useless cop talk protester instead breaking head,True,True,True,False,False,False,False,False,False,False,False,False,False
dumb as people run,True,True,True,False,True,True,False,False,False,False,False,False,False
parent one kid failed one job parent dont raise cunt,True,True,True,False,False,False,False,False,False,False,False,False,False
bored stupid kid,True,True,True,False,False,False,False,False,False,False,False,False,False
german police pretty nice even would beat protestors,False,False,False,False,False,False,False,False,False,False,False,False,False
run,True,True,True,False,True,False,False,False,False,False,False,False,False
run black cunt,True,True,True,False,True,True,True,True,False,False,False,False,False
ram prick,True,True,True,False,True,False,False,False,False,False,False,False,False
next time line car start making burnout smoke riot gas non lethal eficient double check actualy non lethal course xd,True,True,True,False,True,False,False,False,False,False,False,False,False
thought deal situation driver working thing came getting car getting driver stoppes car come clean road self justice something support irrationally rationally,True,True,True,False,True,False,False,False,False,False,False,False,False
fucking idiot get outta way people got ta get work,True,True,True,False,False,False,False,False,False,False,False,False,False
bad nobody ran hmmmm dumbass life matter stay fuck street duh,True,True,True,False,True,True,False,False,False,False,False,False,False
freaking freeway,True,True,True,True,True,False,False,False,False,False,False,False,False
pepper spray create dangerous situation motorist get put jail peaceful protest infringing upon citizen right move freely due blockade called protestors creating dangerous situation,False,False,False,False,False,False,False,False,False,False,False,False,False
arrest,False,False,False,False,False,False,False,False,False,False,False,False,False
wish much type protester come would arrested fined taught law,False,False,False,False,False,False,False,False,False,False,False,False,False
made mad point gun,False,False,False,False,False,False,False,False,False,False,False,False,False
arrested blocking highway want protest somewhere else,False,False,False,False,False,False,False,False,False,False,False,False,False
protest furgison cal take fight wear started,False,False,False,False,False,False,False,False,False,False,False,False,False
people realize blocking road pissing people get people onto side,False,False,False,False,False,False,False,False,False,False,False,False,False
ever get situation run asshole,True,True,True,True,True,False,False,False,False,False,False,False,False
run stupid as stupid enough stand middle freeway,True,True,True,False,True,True,False,False,False,False,False,False,False
sue time wast,False,False,False,False,False,False,False,False,False,False,False,False,False
californian deserve backup since elect people allow happen without consequence tried lived would shot runned,True,True,True,False,True,False,True,True,True,False,False,False,False
lot driver banded together collectively beat living shit every one little prick,True,True,True,True,False,False,False,False,False,False,False,False,False
run,True,True,True,False,True,False,False,False,False,False,False,False,False
crazy thing thought office never anything want random people,False,False,False,False,False,False,False,False,False,False,False,False,False
would satisfying someone threw molotov middle group,True,True,True,False,True,False,False,False,False,False,False,False,False
run ignorant fuck world better without,True,True,True,False,True,True,False,False,False,False,False,False,False
one paintball gun take,True,True,True,False,True,False,False,False,False,False,False,False,False
tell breaking law blocking interstate traffic let get hit vehicle told leave driver vehicle noy charged injury incurred billed retard standing street,True,True,True,False,False,False,False,False,False,False,False,False,False
gas grenade pepper spray knight stick would applied,False,False,False,False,False,False,False,False,False,False,False,False,False
get protesting like wrong people,False,False,False,False,False,False,False,False,False,False,False,False,False
stand side freeway instead blocking thousand car,False,False,False,False,False,False,False,False,False,False,False,False,False
patient ever ambulance get injured worse make hospital protestors liable die protestors charged man slaughter,True,True,True,False,True,False,False,False,False,False,False,False,False
legally allowed run consequence,True,True,True,False,True,False,False,False,False,False,False,False,False
give key county snowplow get road open asap,True,True,True,False,True,False,False,False,False,False,False,False,False
kid would beat shit,True,True,True,False,True,True,False,False,False,False,False,False,False
happen would drive though n cop shit mess letting finish say like need get home work u see long line car holding people bullshit,True,True,True,True,True,False,False,False,False,False,False,False,False
idiotz,True,True,True,False,False,False,False,False,False,False,False,False,False
stupid nigger,True,True,False,False,False,False,True,True,False,False,False,False,False
give fuck protesting block fucking traffic cunt piss everyone else day honestly cunt law intentionally block traffic driver reserve right run fuck quickening darwinism process anyway,True,True,True,False,False,True,False,False,False,False,False,False,False
get time work jk,False,False,False,False,False,False,False,False,False,False,False,False,False
dumb fuck screwing fellow citizen instead protesting police,True,True,True,False,False,False,False,False,False,False,False,False,False
would pressed button shoot tsar bombar outta car,True,True,True,False,True,False,False,False,False,False,False,False,False
everyone want next mlk issue problem u anymore require another mlk,False,False,False,False,False,False,False,False,False,False,False,False,False
